"Notes","State","State Code","Year","Year Code","Five-Year Age Groups","Five-Year Age Groups Code",Deaths,Population,Crude Rate
,"Nebraska","31","2001","2001","20-24 years","20-24",12,122268,Unreliable
,"Nebraska","31","2001","2001","25-29 years","25-29",12,108473,Unreliable
,"Nebraska","31","2001","2001","30-34 years","30-34",20,111972,17.9
,"Nebraska","31","2001","2001","35-39 years","35-39",21,124156,16.9
,"Nebraska","31","2002","2002","10-14 years","10-14",Suppressed,128853,Suppressed
,"Nebraska","31","2002","2002","15-19 years","15-19",13,136692,Unreliable
,"Nebraska","31","2002","2002","20-24 years","20-24",13,125788,Unreliable
,"Nebraska","31","2002","2002","25-29 years","25-29",18,106944,Unreliable
,"Nebraska","31","2002","2002","30-34 years","30-34",16,112864,Unreliable
,"Nebraska","31","2002","2002","35-39 years","35-39",22,119511,18.4
,"Nebraska","31","2003","2003","10-14 years","10-14",Suppressed,128365,Suppressed
,"Nebraska","31","2003","2003","15-19 years","15-19",13,135381,Unreliable
,"Nebraska","31","2003","2003","20-24 years","20-24",15,129696,Unreliable
,"Nebraska","31","2003","2003","25-29 years","25-29",16,107194,Unreliable
,"Nebraska","31","2003","2003","30-34 years","30-34",21,113526,18.5
,"Nebraska","31","2003","2003","35-39 years","35-39",17,114623,Unreliable
,"Nebraska","31","2004","2004","10-14 years","10-14",Suppressed,127717,Suppressed
,"Nebraska","31","2004","2004","15-19 years","15-19",15,133763,Unreliable
,"Nebraska","31","2004","2004","20-24 years","20-24",18,132785,Unreliable
,"Nebraska","31","2004","2004","25-29 years","25-29",Suppressed,107354,Suppressed
,"Nebraska","31","2004","2004","30-34 years","30-34",16,113300,Unreliable
,"Nebraska","31","2004","2004","35-39 years","35-39",14,112030,Unreliable
,"Nebraska","31","2005","2005","10-14 years","10-14",Suppressed,125798,Suppressed
,"Nebraska","31","2005","2005","15-19 years","15-19",19,133391,Unreliable
,"Nebraska","31","2005","2005","20-24 years","20-24",Suppressed,135345,Suppressed
,"Nebraska","31","2005","2005","25-29 years","25-29",Suppressed,107820,Suppressed
,"Nebraska","31","2005","2005","30-34 years","30-34",21,113502,18.5
,"Nebraska","31","2005","2005","35-39 years","35-39",24,111069,21.6
,"Nebraska","31","2006","2006","10-14 years","10-14",Suppressed,124213,Suppressed
,"Nebraska","31","2006","2006","15-19 years","15-19",21,132554,15.8
,"Nebraska","31","2006","2006","20-24 years","20-24",21,135370,15.5
,"Nebraska","31","2006","2006","25-29 years","25-29",Suppressed,111323,Suppressed
,"Nebraska","31","2006","2006","30-34 years","30-34",11,112007,Unreliable
,"Nebraska","31","2006","2006","35-39 years","35-39",16,111855,Unreliable
,"Nebraska","31","2007","2007","10-14 years","10-14",Suppressed,122973,Suppressed
,"Nebraska","31","2007","2007","15-19 years","15-19",15,132019,Unreliable
,"Nebraska","31","2007","2007","20-24 years","20-24",16,132382,Unreliable
,"Nebraska","31","2007","2007","25-29 years","25-29",Suppressed,116991,Suppressed
,"Nebraska","31","2007","2007","30-34 years","30-34",12,111309,Unreliable
,"Nebraska","31","2007","2007","35-39 years","35-39",18,111698,Unreliable
,"Nebraska","31","2008","2008","10-14 years","10-14",Suppressed,122239,Suppressed
,"Nebraska","31","2008","2008","15-19 years","15-19",17,131223,Unreliable
,"Nebraska","31","2008","2008","20-24 years","20-24",18,130843,Unreliable
,"Nebraska","31","2008","2008","25-29 years","25-29",15,121349,Unreliable
,"Nebraska","31","2008","2008","30-34 years","30-34",18,112497,Unreliable
,"Nebraska","31","2008","2008","35-39 years","35-39",11,111717,Unreliable
,"Nebraska","31","2009","2009","10-14 years","10-14",Suppressed,122516,Suppressed
,"Nebraska","31","2009","2009","15-19 years","15-19",Suppressed,130196,Suppressed
,"Nebraska","31","2009","2009","20-24 years","20-24",21,129496,16.2
,"Nebraska","31","2009","2009","25-29 years","25-29",10,126154,Unreliable
,"Nebraska","31","2009","2009","30-34 years","30-34",15,114397,Unreliable
,"Nebraska","31","2009","2009","35-39 years","35-39",12,110758,Unreliable
,"Nebraska","31","2010","2010","10-14 years","10-14",Suppressed,122706,Suppressed
,"Nebraska","31","2010","2010","15-19 years","15-19",Suppressed,128930,Suppressed
,"Nebraska","31","2010","2010","20-24 years","20-24",17,129276,Unreliable
,"Nebraska","31","2010","2010","25-29 years","25-29",11,129076,Unreliable
,"Nebraska","31","2010","2010","30-34 years","30-34",15,116100,Unreliable
,"Nebraska","31","2010","2010","35-39 years","35-39",14,110361,Unreliable
,"Nebraska","31","2011","2011","10-14 years","10-14",Suppressed,124038,Suppressed
,"Nebraska","31","2011","2011","15-19 years","15-19",10,130443,Unreliable
,"Nebraska","31","2011","2011","20-24 years","20-24",16,129332,Unreliable
,"Nebraska","31","2011","2011","25-29 years","25-29",Suppressed,128518,Suppressed
,"Nebraska","31","2011","2011","30-34 years","30-34",23,120975,19.0
,"Nebraska","31","2011","2011","35-39 years","35-39",19,109001,Unreliable
,"Nebraska","31","2012","2012","10-14 years","10-14",Suppressed,125406,Suppressed
,"Nebraska","31","2012","2012","15-19 years","15-19",14,128121,Unreliable
,"Nebraska","31","2012","2012","20-24 years","20-24",20,131709,15.2
,"Nebraska","31","2012","2012","25-29 years","25-29",15,127541,Unreliable
,"Nebraska","31","2012","2012","30-34 years","30-34",20,124472,16.1
,"Nebraska","31","2012","2012","35-39 years","35-39",18,109260,Unreliable
,"Nebraska","31","2013","2013","10-14 years","10-14",Suppressed,127413,Suppressed
,"Nebraska","31","2013","2013","15-19 years","15-19",15,127498,Unreliable
,"Nebraska","31","2013","2013","20-24 years","20-24",14,135067,Unreliable
,"Nebraska","31","2013","2013","25-29 years","25-29",14,125133,Unreliable
,"Nebraska","31","2013","2013","30-34 years","30-34",20,127917,15.6
,"Nebraska","31","2013","2013","35-39 years","35-39",19,111881,Unreliable
,"Nebraska","31","2014","2014","10-14 years","10-14",Suppressed,128986,Suppressed
,"Nebraska","31","2014","2014","15-19 years","15-19",15,127733,Unreliable
,"Nebraska","31","2014","2014","20-24 years","20-24",21,138366,15.2
,"Nebraska","31","2014","2014","25-29 years","25-29",23,123637,18.6
,"Nebraska","31","2014","2014","30-34 years","30-34",32,129429,24.7
,"Nebraska","31","2014","2014","35-39 years","35-39",18,114472,Unreliable
,"Nebraska","31","2015","2015","10-14 years","10-14",Suppressed,130239,Suppressed
,"Nebraska","31","2015","2015","15-19 years","15-19",16,129019,Unreliable
,"Nebraska","31","2015","2015","20-24 years","20-24",33,139829,23.6
,"Nebraska","31","2015","2015","25-29 years","25-29",17,122352,Unreliable
,"Nebraska","31","2015","2015","30-34 years","30-34",18,130181,Unreliable
,"Nebraska","31","2015","2015","35-39 years","35-39",19,118326,Unreliable
,"Nebraska","31","2016","2016","10-14 years","10-14",Suppressed,130961,Suppressed
,"Nebraska","31","2016","2016","15-19 years","15-19",14,129683,Unreliable
,"Nebraska","31","2016","2016","20-24 years","20-24",29,139759,20.8
,"Nebraska","31","2016","2016","25-29 years","25-29",28,123108,22.7
,"Nebraska","31","2016","2016","30-34 years","30-34",24,129838,18.5
,"Nebraska","31","2016","2016","35-39 years","35-39",20,121875,16.4
,"Nebraska","31","2017","2017","10-14 years","10-14",Suppressed,132569,Suppressed
,"Nebraska","31","2017","2017","15-19 years","15-19",25,130545,19.2
,"Nebraska","31","2017","2017","20-24 years","20-24",23,137891,16.7
,"Nebraska","31","2017","2017","25-29 years","25-29",22,126618,17.4
,"Nebraska","31","2017","2017","30-34 years","30-34",20,128897,15.5
,"Nebraska","31","2017","2017","35-39 years","35-39",33,125551,26.3
,"Nebraska","31","2018","2018","10-14 years","10-14",Suppressed,133482,Suppressed
,"Nebraska","31","2018","2018","15-19 years","15-19",17,131579,Unreliable
,"Nebraska","31","2018","2018","20-24 years","20-24",19,137180,Unreliable
,"Nebraska","31","2018","2018","25-29 years","25-29",25,128475,19.5
,"Nebraska","31","2018","2018","30-34 years","30-34",28,127248,22.0
,"Nebraska","31","2018","2018","35-39 years","35-39",11,128339,Unreliable
,"Nebraska","31","2019","2019","10-14 years","10-14",Suppressed,133939,Suppressed
,"Nebraska","31","2019","2019","15-19 years","15-19",16,132645,Unreliable
,"Nebraska","31","2019","2019","20-24 years","20-24",25,135551,18.4
,"Nebraska","31","2019","2019","25-29 years","25-29",29,129709,22.4
,"Nebraska","31","2019","2019","30-34 years","30-34",13,125629,Unreliable
,"Nebraska","31","2019","2019","35-39 years","35-39",40,130004,30.8
,"Nevada","32","1999","1999","10-14 years","10-14",Suppressed,132843,Suppressed
,"Nevada","32","1999","1999","15-19 years","15-19",14,122575,Unreliable
,"Nevada","32","1999","1999","20-24 years","20-24",25,123045,20.3
,"Nevada","32","1999","1999","25-29 years","25-29",38,144007,26.4
,"Nevada","32","1999","1999","30-34 years","30-34",36,158717,22.7
,"Nevada","32","1999","1999","35-39 years","35-39",41,163817,25.0
,"Nevada","32","2000","2000","10-14 years","10-14",Suppressed,139193,Suppressed
,"Nevada","32","2000","2000","15-19 years","15-19",14,127169,Unreliable
,"Nevada","32","2000","2000","20-24 years","20-24",26,130006,20.0
,"Nevada","32","2000","2000","25-29 years","25-29",38,148726,25.6
,"Nevada","32","2000","2000","30-34 years","30-34",31,157885,19.6
,"Nevada","32","2000","2000","35-39 years","35-39",44,165910,26.5
,"Nevada","32","2001","2001","10-14 years","10-14",Suppressed,148220,Suppressed
,"Nevada","32","2001","2001","15-19 years","15-19",Suppressed,131577,Suppressed
,"Nevada","32","2001","2001","20-24 years","20-24",25,140880,17.7
,"Nevada","32","2001","2001","25-29 years","25-29",20,149786,13.4
,"Nevada","32","2001","2001","30-34 years","30-34",29,164990,17.6
,"Nevada","32","2001","2001","35-39 years","35-39",40,169532,23.6
,"Nevada","32","2002","2002","10-14 years","10-14",Suppressed,155641,Suppressed
,"Nevada","32","2002","2002","15-19 years","15-19",10,135859,Unreliable
,"Nevada","32","2002","2002","20-24 years","20-24",29,145611,19.9
,"Nevada","32","2002","2002","25-29 years","25-29",29,152376,19.0
,"Nevada","32","2002","2002","30-34 years","30-34",31,169691,18.3
,"Nevada","32","2002","2002","35-39 years","35-39",36,170962,21.1
,"Nevada","32","2003","2003","10-14 years","10-14",Suppressed,161977,Suppressed
,"Nevada","32","2003","2003","15-19 years","15-19",21,141918,14.8
,"Nevada","32","2003","2003","20-24 years","20-24",37,149923,24.7
,"Nevada","32","2003","2003","25-29 years","25-29",25,157961,15.8
,"Nevada","32","2003","2003","30-34 years","30-34",36,171557,21.0
,"Nevada","32","2003","2003","35-39 years","35-39",34,173077,19.6
,"Nevada","32","2004","2004","10-14 years","10-14",Suppressed,168641,Suppressed
,"Nevada","32","2004","2004","15-19 years","15-19",19,149806,Unreliable
,"Nevada","32","2004","2004","20-24 years","20-24",18,155891,Unreliable
,"Nevada","32","2004","2004","25-29 years","25-29",31,167694,18.5
,"Nevada","32","2004","2004","30-34 years","30-34",27,175220,15.4
,"Nevada","32","2004","2004","35-39 years","35-39",34,176602,19.3
,"Nevada","32","2005","2005","10-14 years","10-14",Suppressed,172504,Suppressed
,"Nevada","32","2005","2005","15-19 years","15-19",26,158462,16.4
,"Nevada","32","2005","2005","20-24 years","20-24",27,161888,16.7
,"Nevada","32","2005","2005","25-29 years","25-29",33,178724,18.5
,"Nevada","32","2005","2005","30-34 years","30-34",32,176340,18.1
,"Nevada","32","2005","2005","35-39 years","35-39",36,181740,19.8
,"Nevada","32","2006","2006","10-14 years","10-14",Suppressed,177274,Suppressed
,"Nevada","32","2006","2006","15-19 years","15-19",22,167002,13.2
,"Nevada","32","2006","2006","20-24 years","20-24",38,168371,22.6
,"Nevada","32","2006","2006","25-29 years","25-29",37,189789,19.5
,"Nevada","32","2006","2006","30-34 years","30-34",28,178203,15.7
,"Nevada","32","2006","2006","35-39 years","35-39",45,189758,23.7
,"Nevada","32","2007","2007","10-14 years","10-14",Suppressed,180806,Suppressed
,"Nevada","32","2007","2007","15-19 years","15-19",16,174629,Unreliable
,"Nevada","32","2007","2007","20-24 years","20-24",27,173295,15.6
,"Nevada","32","2007","2007","25-29 years","25-29",30,197495,15.2
,"Nevada","32","2007","2007","30-34 years","30-34",25,181471,13.8
,"Nevada","32","2007","2007","35-39 years","35-39",44,195115,22.6
,"Nevada","32","2008","2008","10-14 years","10-14",Suppressed,181778,Suppressed
,"Nevada","32","2008","2008","15-19 years","15-19",Suppressed,179570,Suppressed
,"Nevada","32","2008","2008","20-24 years","20-24",42,176177,23.8
,"Nevada","32","2008","2008","25-29 years","25-29",35,200873,17.4
,"Nevada","32","2008","2008","30-34 years","30-34",34,185619,18.3
,"Nevada","32","2008","2008","35-39 years","35-39",48,196351,24.4
,"Nevada","32","2009","2009","10-14 years","10-14",Suppressed,182792,Suppressed
,"Nevada","32","2009","2009","15-19 years","15-19",11,182261,Unreliable
,"Nevada","32","2009","2009","20-24 years","20-24",24,175952,13.6
,"Nevada","32","2009","2009","25-29 years","25-29",45,199845,22.5
,"Nevada","32","2009","2009","30-34 years","30-34",31,188632,16.4
,"Nevada","32","2009","2009","35-39 years","35-39",35,195257,17.9
,"Nevada","32","2010","2010","10-14 years","10-14",Suppressed,183173,Suppressed
,"Nevada","32","2010","2010","15-19 years","15-19",12,182600,Unreliable
,"Nevada","32","2010","2010","20-24 years","20-24",36,177509,20.3
,"Nevada","32","2010","2010","25-29 years","25-29",38,196644,19.3
,"Nevada","32","2010","2010","30-34 years","30-34",38,190642,19.9
,"Nevada","32","2010","2010","35-39 years","35-39",51,191652,26.6
,"Nevada","32","2011","2011","10-14 years","10-14",Suppressed,183239,Suppressed
,"Nevada","32","2011","2011","15-19 years","15-19",25,176754,14.1
,"Nevada","32","2011","2011","20-24 years","20-24",34,184406,18.4
,"Nevada","32","2011","2011","25-29 years","25-29",30,195775,15.3
,"Nevada","32","2011","2011","30-34 years","30-34",33,193664,17.0
,"Nevada","32","2011","2011","35-39 years","35-39",36,184863,19.5
,"Nevada","32","2012","2012","10-14 years","10-14",Suppressed,183221,Suppressed
,"Nevada","32","2012","2012","15-19 years","15-19",11,177472,Unreliable
,"Nevada","32","2012","2012","20-24 years","20-24",26,189100,13.7
,"Nevada","32","2012","2012","25-29 years","25-29",42,195917,21.4
,"Nevada","32","2012","2012","30-34 years","30-34",32,196219,16.3
,"Nevada","32","2012","2012","35-39 years","35-39",44,184308,23.9
,"Nevada","32","2013","2013","10-14 years","10-14",Suppressed,183908,Suppressed
,"Nevada","32","2013","2013","15-19 years","15-19",15,177123,Unreliable
,"Nevada","32","2013","2013","20-24 years","20-24",29,189154,15.3
,"Nevada","32","2013","2013","25-29 years","25-29",48,198141,24.2
,"Nevada","32","2013","2013","30-34 years","30-34",47,199041,23.6
,"Nevada","32","2013","2013","35-39 years","35-39",25,184331,13.6
,"Nevada","32","2014","2014","10-14 years","10-14",Suppressed,186015,Suppressed
,"Nevada","32","2014","2014","15-19 years","15-19",18,176787,Unreliable
,"Nevada","32","2014","2014","20-24 years","20-24",37,189344,19.5
,"Nevada","32","2014","2014","25-29 years","25-29",41,205040,20.0
,"Nevada","32","2014","2014","30-34 years","30-34",48,201873,23.8
,"Nevada","32","2014","2014","35-39 years","35-39",36,187882,19.2
,"Nevada","32","2015","2015","10-14 years","10-14",Suppressed,187899,Suppressed
,"Nevada","32","2015","2015","15-19 years","15-19",20,176885,11.3
,"Nevada","32","2015","2015","20-24 years","20-24",35,188019,18.6
,"Nevada","32","2015","2015","25-29 years","25-29",42,213248,19.7
,"Nevada","32","2015","2015","30-34 years","30-34",41,204862,20.0
,"Nevada","32","2015","2015","35-39 years","35-39",39,193339,20.2
,"Nevada","32","2016","2016","10-14 years","10-14",11,188525,Unreliable
,"Nevada","32","2016","2016","15-19 years","15-19",20,177662,11.3
,"Nevada","32","2016","2016","20-24 years","20-24",34,185929,18.3
,"Nevada","32","2016","2016","25-29 years","25-29",42,219451,19.1
,"Nevada","32","2016","2016","30-34 years","30-34",55,208676,26.4
,"Nevada","32","2016","2016","35-39 years","35-39",49,198443,24.7
,"Nevada","32","2017","2017","10-14 years","10-14",Suppressed,193279,Suppressed
,"Nevada","32","2017","2017","15-19 years","15-19",32,180314,17.7
,"Nevada","32","2017","2017","20-24 years","20-24",45,183306,24.5
,"Nevada","32","2017","2017","25-29 years","25-29",54,225703,23.9
,"Nevada","32","2017","2017","30-34 years","30-34",44,214655,20.5
,"Nevada","32","2017","2017","35-39 years","35-39",44,206160,21.3
,"Nevada","32","2018","2018","10-14 years","10-14",11,197022,Unreliable
,"Nevada","32","2018","2018","15-19 years","15-19",30,181098,16.6
,"Nevada","32","2018","2018","20-24 years","20-24",37,182064,20.3
,"Nevada","32","2018","2018","25-29 years","25-29",56,227464,24.6
,"Nevada","32","2018","2018","30-34 years","30-34",43,217908,19.7
,"Nevada","32","2018","2018","35-39 years","35-39",51,210838,24.2
,"Nevada","32","2019","2019","10-14 years","10-14",Suppressed,199016,Suppressed
,"Nevada","32","2019","2019","15-19 years","15-19",23,182631,12.6
,"Nevada","32","2019","2019","20-24 years","20-24",41,182587,22.5
,"Nevada","32","2019","2019","25-29 years","25-29",56,229367,24.4
,"Nevada","32","2019","2019","30-34 years","30-34",58,223749,25.9
,"Nevada","32","2019","2019","35-39 years","35-39",55,215201,25.6
,"New Hampshire","33","1999","1999","10-14 years","10-14",Suppressed,91850,Suppressed
,"New Hampshire","33","1999","1999","15-19 years","15-19",Suppressed,85086,Suppressed
,"New Hampshire","33","1999","1999","20-24 years","20-24",16,67321,Unreliable
,"New Hampshire","33","1999","1999","25-29 years","25-29",14,73597,Unreliable
,"New Hampshire","33","1999","1999","30-34 years","30-34",15,88800,Unreliable
,"New Hampshire","33","1999","1999","35-39 years","35-39",Suppressed,111031,Suppressed
,"New Hampshire","33","2000","2000","10-14 years","10-14",Suppressed,93255,Suppressed
,"New Hampshire","33","2000","2000","15-19 years","15-19",Suppressed,86688,Suppressed
,"New Hampshire","33","2000","2000","20-24 years","20-24",Suppressed,68766,Suppressed
,"New Hampshire","33","2000","2000","25-29 years","25-29",Suppressed,71355,Suppressed
,"New Hampshire","33","2000","2000","30-34 years","30-34",Suppressed,88706,Suppressed
,"New Hampshire","33","2000","2000","35-39 years","35-39",25,109654,22.8
,"New Hampshire","33","2001","2001","10-14 years","10-14",Suppressed,95415,Suppressed
,"New Hampshire","33","2001","2001","15-19 years","15-19",10,89759,Unreliable
,"New Hampshire","33","2001","2001","20-24 years","20-24",16,71783,Unreliable
,"New Hampshire","33","2001","2001","25-29 years","25-29",10,68285,Unreliable
,"New Hampshire","33","2001","2001","30-34 years","30-34",23,88671,25.9
,"New Hampshire","33","2001","2001","35-39 years","35-39",16,106753,Unreliable
,"New Hampshire","33","2002","2002","10-14 years","10-14",Suppressed,96202,Suppressed
,"New Hampshire","33","2002","2002","15-19 years","15-19",Suppressed,91581,Suppressed
,"New Hampshire","33","2002","2002","20-24 years","20-24",13,74951,Unreliable
,"New Hampshire","33","2002","2002","25-29 years","25-29",Suppressed,66599,Suppressed
,"New Hampshire","33","2002","2002","30-34 years","30-34",12,87746,Unreliable
,"New Hampshire","33","2002","2002","35-39 years","35-39",12,103995,Unreliable
,"New Hampshire","33","2003","2003","15-19 years","15-19",Suppressed,93120,Suppressed
,"New Hampshire","33","2003","2003","20-24 years","20-24",13,77684,Unreliable
,"New Hampshire","33","2003","2003","25-29 years","25-29",Suppressed,66173,Suppressed
,"New Hampshire","33","2003","2003","30-34 years","30-34",16,86104,Unreliable
,"New Hampshire","33","2003","2003","35-39 years","35-39",16,100632,Unreliable
,"New Hampshire","33","2004","2004","15-19 years","15-19",Suppressed,94783,Suppressed
,"New Hampshire","33","2004","2004","20-24 years","20-24",10,79850,Unreliable
,"New Hampshire","33","2004","2004","25-29 years","25-29",Suppressed,66250,Suppressed
,"New Hampshire","33","2004","2004","30-34 years","30-34",Suppressed,82956,Suppressed
,"New Hampshire","33","2004","2004","35-39 years","35-39",16,97592,Unreliable
,"New Hampshire","33","2005","2005","10-14 years","10-14",Suppressed,93144,Suppressed
,"New Hampshire","33","2005","2005","15-19 years","15-19",Suppressed,96322,Suppressed
,"New Hampshire","33","2005","2005","20-24 years","20-24",11,82251,Unreliable
,"New Hampshire","33","2005","2005","25-29 years","25-29",Suppressed,66812,Suppressed
,"New Hampshire","33","2005","2005","30-34 years","30-34",10,79816,Unreliable
,"New Hampshire","33","2005","2005","35-39 years","35-39",13,95154,Unreliable
,"New Hampshire","33","2006","2006","10-14 years","10-14",Suppressed,91154,Suppressed
,"New Hampshire","33","2006","2006","15-19 years","15-19",Suppressed,97292,Suppressed
,"New Hampshire","33","2006","2006","20-24 years","20-24",10,83287,Unreliable
,"New Hampshire","33","2006","2006","25-29 years","25-29",16,68526,Unreliable
,"New Hampshire","33","2006","2006","30-34 years","30-34",Suppressed,76085,Suppressed
,"New Hampshire","33","2006","2006","35-39 years","35-39",11,94211,Unreliable
,"New Hampshire","33","2007","2007","10-14 years","10-14",Suppressed,89421,Suppressed
,"New Hampshire","33","2007","2007","15-19 years","15-19",Suppressed,97508,Suppressed
,"New Hampshire","33","2007","2007","20-24 years","20-24",10,83253,Unreliable
,"New Hampshire","33","2007","2007","25-29 years","25-29",Suppressed,70349,Suppressed
,"New Hampshire","33","2007","2007","30-34 years","30-34",12,73224,Unreliable
,"New Hampshire","33","2007","2007","35-39 years","35-39",Suppressed,92159,Suppressed
,"New Hampshire","33","2008","2008","10-14 years","10-14",Suppressed,87644,Suppressed
,"New Hampshire","33","2008","2008","15-19 years","15-19",Suppressed,96792,Suppressed
,"New Hampshire","33","2008","2008","20-24 years","20-24",Suppressed,83475,Suppressed
,"New Hampshire","33","2008","2008","25-29 years","25-29",Suppressed,71946,Suppressed
,"New Hampshire","33","2008","2008","30-34 years","30-34",13,71745,Unreliable
,"New Hampshire","33","2008","2008","35-39 years","35-39",20,89380,22.4
,"New Hampshire","33","2009","2009","10-14 years","10-14",Suppressed,86204,Suppressed
,"New Hampshire","33","2009","2009","15-19 years","15-19",Suppressed,95165,Suppressed
,"New Hampshire","33","2009","2009","20-24 years","20-24",13,84108,Unreliable
,"New Hampshire","33","2009","2009","25-29 years","25-29",Suppressed,72243,Suppressed
,"New Hampshire","33","2009","2009","30-34 years","30-34",14,71342,Unreliable
,"New Hampshire","33","2009","2009","35-39 years","35-39",13,85510,Unreliable
,"New Hampshire","33","2010","2010","10-14 years","10-14",Suppressed,84620,Suppressed
,"New Hampshire","33","2010","2010","15-19 years","15-19",Suppressed,93620,Suppressed
,"New Hampshire","33","2010","2010","20-24 years","20-24",12,84546,Unreliable
,"New Hampshire","33","2010","2010","25-29 years","25-29",17,73121,Unreliable
,"New Hampshire","33","2010","2010","30-34 years","30-34",15,71351,Unreliable
,"New Hampshire","33","2010","2010","35-39 years","35-39",12,82152,Unreliable
,"New Hampshire","33","2011","2011","10-14 years","10-14",Suppressed,82700,Suppressed
,"New Hampshire","33","2011","2011","15-19 years","15-19",Suppressed,93305,Suppressed
,"New Hampshire","33","2011","2011","20-24 years","20-24",19,85139,Unreliable
,"New Hampshire","33","2011","2011","25-29 years","25-29",11,74394,Unreliable
,"New Hampshire","33","2011","2011","30-34 years","30-34",Suppressed,72624,Suppressed
,"New Hampshire","33","2011","2011","35-39 years","35-39",12,77007,Unreliable
,"New Hampshire","33","2012","2012","10-14 years","10-14",Suppressed,81294,Suppressed
,"New Hampshire","33","2012","2012","15-19 years","15-19",Suppressed,92612,Suppressed
,"New Hampshire","33","2012","2012","20-24 years","20-24",10,86003,Unreliable
,"New Hampshire","33","2012","2012","25-29 years","25-29",12,75300,Unreliable
,"New Hampshire","33","2012","2012","30-34 years","30-34",15,74024,Unreliable
,"New Hampshire","33","2012","2012","35-39 years","35-39",14,74027,Unreliable
,"New Hampshire","33","2013","2013","10-14 years","10-14",Suppressed,80283,Suppressed
,"New Hampshire","33","2013","2013","15-19 years","15-19",Suppressed,90698,Suppressed
,"New Hampshire","33","2013","2013","20-24 years","20-24",12,88103,Unreliable
,"New Hampshire","33","2013","2013","25-29 years","25-29",13,76571,Unreliable
,"New Hampshire","33","2013","2013","30-34 years","30-34",12,74995,Unreliable
,"New Hampshire","33","2013","2013","35-39 years","35-39",12,72421,Unreliable
,"New Hampshire","33","2014","2014","10-14 years","10-14",Suppressed,79397,Suppressed
,"New Hampshire","33","2014","2014","15-19 years","15-19",10,89398,Unreliable
,"New Hampshire","33","2014","2014","20-24 years","20-24",21,90155,23.3
,"New Hampshire","33","2014","2014","25-29 years","25-29",22,77848,28.3
,"New Hampshire","33","2014","2014","30-34 years","30-34",27,76234,35.4
,"New Hampshire","33","2014","2014","35-39 years","35-39",16,72663,Unreliable
,"New Hampshire","33","2015","2015","10-14 years","10-14",Suppressed,78237,Suppressed
,"New Hampshire","33","2015","2015","15-19 years","15-19",Suppressed,88147,Suppressed
,"New Hampshire","33","2015","2015","20-24 years","20-24",13,91269,Unreliable
,"New Hampshire","33","2015","2015","25-29 years","25-29",11,79529,Unreliable
,"New Hampshire","33","2015","2015","30-34 years","30-34",18,76701,Unreliable
,"New Hampshire","33","2015","2015","35-39 years","35-39",16,73311,Unreliable
,"New Hampshire","33","2016","2016","10-14 years","10-14",Suppressed,77217,Suppressed
,"New Hampshire","33","2016","2016","15-19 years","15-19",12,86070,Unreliable
,"New Hampshire","33","2016","2016","20-24 years","20-24",19,90691,Unreliable
,"New Hampshire","33","2016","2016","25-29 years","25-29",14,81627,Unreliable
,"New Hampshire","33","2016","2016","30-34 years","30-34",14,78977,Unreliable
,"New Hampshire","33","2016","2016","35-39 years","35-39",24,75127,31.9
,"New Hampshire","33","2017","2017","15-19 years","15-19",13,85385,Unreliable
,"New Hampshire","33","2017","2017","20-24 years","20-24",29,90444,32.1
,"New Hampshire","33","2017","2017","25-29 years","25-29",25,83116,30.1
,"New Hampshire","33","2017","2017","30-34 years","30-34",17,80303,Unreliable
,"New Hampshire","33","2017","2017","35-39 years","35-39",21,77299,27.2
,"New Hampshire","33","2018","2018","10-14 years","10-14",Suppressed,76114,Suppressed
,"New Hampshire","33","2018","2018","15-19 years","15-19",11,85131,Unreliable
,"New Hampshire","33","2018","2018","20-24 years","20-24",20,89682,22.3
,"New Hampshire","33","2018","2018","25-29 years","25-29",20,85844,23.3
,"New Hampshire","33","2018","2018","30-34 years","30-34",15,83231,Unreliable
,"New Hampshire","33","2018","2018","35-39 years","35-39",11,79847,Unreliable
,"New Hampshire","33","2019","2019","10-14 years","10-14",Suppressed,74711,Suppressed
,"New Hampshire","33","2019","2019","15-19 years","15-19",Suppressed,83968,Suppressed
,"New Hampshire","33","2019","2019","20-24 years","20-24",23,87906,26.2
,"New Hampshire","33","2019","2019","25-29 years","25-29",24,87395,27.5
,"New Hampshire","33","2019","2019","30-34 years","30-34",24,85421,28.1
,"New Hampshire","33","2019","2019","35-39 years","35-39",21,81390,25.8
,"New Jersey","34","1999","1999","10-14 years","10-14",Suppressed,574638,Suppressed
,"New Jersey","34","1999","1999","15-19 years","15-19",18,521754,Unreliable
,"New Jersey","34","1999","1999","20-24 years","20-24",43,477874,9.0
,"New Jersey","34","1999","1999","25-29 years","25-29",42,548811,7.7
,"New Jersey","34","1999","1999","30-34 years","30-34",50,656599,7.6
,"New Jersey","34","1999","1999","35-39 years","35-39",70,733237,9.5
,"New Jersey","34","2000","2000","10-14 years","10-14",Suppressed,590577,Suppressed
,"New Jersey","34","2000","2000","15-19 years","15-19",28,525216,5.3
,"New Jersey","34","2000","2000","20-24 years","20-24",32,480079,6.7
,"New Jersey","34","2000","2000","25-29 years","25-29",34,544917,6.2
,"New Jersey","34","2000","2000","30-34 years","30-34",44,644123,6.8
,"New Jersey","34","2000","2000","35-39 years","35-39",58,727924,8.0
,"New Jersey","34","2001","2001","10-14 years","10-14",Suppressed,608241,Suppressed
